,pid,Player,Position,dob,Shoots,height,height_cm,weight,city,state,country
10665,veisomi01,Mike Veisor,G,1952-08-25,,5-9,175,160,Toronto,Ontario,ca
10666,veitcda01,Darren Veitch,D,1960-04-24,Right,5-11,180,195,Saskatoon,Saskatchewan,ca
10667,vejdelu01,Lukas Vejdemo,C,1996-01-25,Left,6-2,188,194,Stockholm,Sweden,se
10668,vejmeka01,Karel Vejmelka,G,1996-05-25,,6-3,190,202,,,
10669,velama01,Marcus Vela,C,1997-03-03,Right,6-0,183,204,,,
10670,velenjo01,Joseph Veleno,C,2000-01-13,Left,6-1,185,191,Montreal,Quebec,ca
10671,velisal01,Alex Velischek,D,1990-12-17,,,,,,,
10672,velisra01,Randy Velischek,D,1962-02-10,Left,6-0,183,200,Montreal,Quebec,ca
10673,vellumi01,Mike Vellucci,D,1966-08-11,Left,6-1,185,180,Farmington,Michigan,us
10674,venasvi01,Vic Venasky,C,1951-03-06,Right,5-11,180,185,,,
10675,venerga01,Gary Veneruzzo,W,1943-06-28,Left,5-8,173,165,,,
10676,verbepa01,Pat Verbeek,RW,1964-05-24,Right,5-9,175,192,Sarnia,Ontario,ca
10677,verhaca01,Carter Verhaeghe,C,1995-08-14,Left,6-2,188,180,Toronto,Ontario,ca
10678,vermean01,Antoine Vermette,C,1982-07-20,Left,6-1,185,197,,,
10679,vermema01,Mark Vermette,RW,1967-10-03,Right,6-1,185,203,Cochenour,Ontario,ca
10680,vermijo01,Joel Vermin,RW,1992-02-05,Left,5-11,180,192,Bern,Switzerland,ch
10681,vernami01,Mike Vernace,D,1986-05-26,Left,6-0,183,216,Toronto,Ontario,ca
10682,vernakr01,Kris Vernarsky,C,1982-04-05,Left,6-3,190,201,Detroit,Michigan,us
10683,vernomi01,Mike Vernon,G,1963-02-24,,5-9,175,180,Calgary,Alberta,ca
10684,veronma01,Max Veronneau,RW,1995-12-12,Right,6-0,183,190,Ottawa,Ontario,ca
10685,verotda01,Darcy Verot,LW,1976-07-13,Left,6-0,183,199,Radville,Saskatchewan,ca
10686,verrecl01,Claude Verret,C,1963-04-20,Left,5-9,175,165,Lachine,Quebec,ca
10687,verstkr01,Kris Versteeg,RW,1986-05-13,Right,5-11,180,176,Lethbridge,Alberta,ca
10688,verstle01,Leigh Verstraete,RW,1962-01-06,Right,5-11,180,185,,,
10689,vervede01,Dennis Ververgaert,RW,1953-03-30,Right,6-0,183,185,Hamilton,Ontario,ca
10690,vesalkr01,Kristian Vesalainen,W,1999-06-01,Left,6-3,190,207,Helsinki,Finland,fi
10691,vescery01,Ryan Vesce,C,1982-04-07,Right,5-8,173,175,,,
10692,veselty01,Tyler Vesel,C,1994-04-14,Right,5-11,180,182,Duluth,Minnesota,us
10693,veseyji01,Jim Vesey,C/RW,1965-09-29,Right,6-1,185,202,Charlestown,Massachusetts,us
10694,veseyji02,Jimmy Vesey,LW,1993-05-26,Left,6-3,190,199,Boston,Massachusetts,us
10695,veseyno01,Nolan Vesey,LW,1995-03-28,Left,6-0,183,211,,,
10696,veyli01,Linden Vey,RW,1991-07-17,Right,6-0,183,189,Wakaw,Saskatchewan,ca
10697,veysesi01,Sid Veysey,C,1955-07-30,Left,5-11,180,175,,,
10698,vezinge01,Georges Vezina,G,1887-01-21,,5-6,168,185,Chicoutimi,Quebec,ca
10699,vialde01,Dennis Vial,D/LW,1969-04-10,Left,6-1,185,220,,,
10700,viaupi01,Pierre Viau,D,1952-01-29,Left,6-2,188,185,Montreal,Quebec,ca
10701,vickest01,Steve Vickers,LW,1951-04-21,Left,6-0,183,180,Toronto,Ontario,ca
10702,videlli01,Linus Videll,LW,1985-05-05,,,,,,,
10703,viedema01,Marek Viedensky,C,1990-08-18,,,,,,,
10704,vielje01,Jeffrey Viel,F,1997-01-28,Left,6-2,188,205,,,
10705,viennju01,Justin Vienneau,D,1986-02-20,,,,,,,
10706,vienma01,Mario Viens,G,1955-08-07,,5-7,170,150,Cornwall,Ontario,ca
10707,vierlev01,Evan Vierling,C,2002-06-20,Left,6-0,183,167,Aurora,Ontario,ca
10708,vigiejp01,J.P. Vigier,RW,1976-09-11,Right,6-0,183,200,,,
10709,vigneal01,Alain Vigneault,D,1961-05-14,Right,5-11,180,195,,,
10710,vihkojo01,Joonas Vihko,C,1981-04-06,,,,,,,
10711,viitave01,Vesa Viitakoski,LW,1971-02-13,Left,6-3,190,215,Lappeenranta,Finland,fi
10712,viitami01,Mikko Viitanen,D,1982-02-18,,,,,,,
10713,vikmaje01,Jesper Vikman,G,2002-03-11,,6-3,190,179,Danderyd,Sweden,se
10714,vilarga01,Gabriel Vilardi,C,1999-08-16,Right,6-3,190,205,Kingston,Ontario,ca
10715,vilgrcl01,Claude Vilgrain,RW,1963-03-01,Right,6-1,185,205,,,
10716,villais01,Ismo Villa,,,,,,,,,
10717,villama01,Matt Villalta,G,1999-06-03,,6-2,188,185,Kingston,Ontario,ca
10718,villegi01,Gilles Villemure,G,1940-05-30,,5-8,173,185,,,
10719,villewi01,William Villeneuve,D,2002-03-20,Right,6-1,185,175,Sherbrooke,Quebec,ca
10720,vinceda01,Dan Vincelette,LW,1967-08-01,Left,6-2,188,202,Verdun,Quebec,ca
10721,vinceal01,Alexandre Vincent,G,1986-12-11,,,,,,,
10722,vincoto01,Tomas Vincour,C,1990-11-19,Right,6-2,188,204,Brno,Czechoslovakia,cs
10723,violima01,Matt Violin,G,1982-02-08,,,,,,,
10724,viponpe01,Pete Vipond,LW,1949-12-08,Left,5-10,178,175,Oshawa,Ontario,ca
10725,viroee01,Eemil Viro,D,2002-04-03,Left,6-0,183,168,Vantaa,Finland,fi
10726,virtaha01,Hannu Virta,D,1963-03-22,Left,5-11,180,183,Turku,Finland,fi
10727,virtapa01,Patrik Virta,C,1996-03-06,Right,5-9,175,180,Hameenlinna,Finland,fi
10728,virtato01,Tony Virta,RW,1972-06-28,Left,5-10,178,196,Hameenlinna,Finland,fi
10729,virtaja01,Jake Virtanen,RW,1996-08-17,Right,6-1,185,226,,,
10730,virtajo01,Jorma Virtanen,G,,,,,,,,
10731,virtasa01,Santeri Virtanen,C,1999-05-11,Left,6-1,185,194,Kirkkonummi,Finland,fi
10732,virtute01,Terry Virtue,D,1970-08-12,Right,6-0,183,198,Scarborough,Ontario,ca
10733,visenma01,Mark Visentin,G,1992-08-07,,6-2,188,195,Hamilton,Ontario,ca
10734,vishema01,Mark Visheau,D,1973-06-27,Right,6-6,198,222,Burlington,Ontario,ca
10735,vishnvi01,Vitaly Vishnevski,D,1980-03-18,Left,6-2,188,201,Kharkov,USSR,su
10736,vishniv01,Ivan Vishnevskiy,D,1988-02-18,Left,6-0,183,180,Barnaul,USSR,su
10737,vishnal01,Albert Vishnyakov,LW,1983-12-30,,,,,,,
10738,visnolu01,Lubomir Visnovsky,D,1976-08-11,Left,5-10,178,197,Topolcany,Czechoslovakia,cs
10739,vitaljo01,Joe Vitale,C,1985-08-20,Right,5-11,180,205,,,
10740,vitolha01,Harijs Vitolinsh,C,1968-04-30,Left,6-3,190,212,Riga,USSR,su
10741,viveiem01,Emanuel Viveiros,D,1966-01-08,Left,6-0,183,175,,,
10742,vladada01,Daniel Vladar,G,1997-08-20,,6-5,196,185,,,
10743,vlasato01,Tomas Vlasak,C,1975-02-01,Right,5-10,178,175,Prague,Czechoslovakia,cs
10744,vlasial01,Alex Vlasic,D,2001-06-05,Left,6-5,196,198,,,
10745,vlasima01,Marc-Edouard Vlasic,D,1987-03-30,Left,6-1,185,205,Montreal,Quebec,ca
10746,vlcekvl01,Vladislav Vlcek,D,,,,,,,,
10747,vlkja01,Jaroslav Vlk,,,,,,,,,
10748,vogeltr01,Trent Vogelhuber,RW,,Right,6-2,188,185,Dublin,Ohio,us
10749,vojtaja01,Jakub Vojta,D,1987-02-08,,,,,,,
10750,vokesed01,Ed Vokes,LW,1909-05-27,Left,5-9,175,160,,,
10751,vokouto01,Tomas Vokoun,G,1976-07-02,,6-1,185,210,,,
10752,volcami01,Mickey Volcan,D,1962-03-03,Right,6-0,183,190,Edmonton,Alberta,ca
10753,volchal02,Alexei Volchenkov,D,1953-02-05,,,,,,,
10754,volchan01,Anton Volchenkov,D,1982-02-25,Left,6-1,185,220,Moscow,USSR,su
10755,volchal01,Alexandre Volchkov,C,1977-09-25,Left,6-2,188,204,Moscow,USSR,su
10756,volchal03,Alexsandr Volchkov,LW,1952-01-11,,,,,,,
10757,voldela01,Lars Volden,G,1992-07-26,,,,,,,
10758,volekda01,David Volek,W,1966-06-18,Left,6-0,183,185,Prague,Czechoslovakia,cs
10759,volkoal01,Alexander Volkov,RW,1997-08-02,Left,6-1,185,192,,,
10760,volkoig01,Igor Volkov,RW,1983-01-24,,,,,,,
10761,volkoko01,Konstantin Volkov,RW,1985-02-07,,,,,,,
10762,volkoko02,Konstantin Volkov,G,1997-09-20,,6-3,190,211,,,
10763,volmado01,Doug Volmar,RW,1945-01-09,Right,6-1,185,215,Cleveland,Ohio,us
10764,volosro01,Roman Voloshenko,LW,1986-05-12,,,,,,,
10765,volpaaa01,Aaron Volpatti,LW,1985-05-30,Left,6-0,183,215,,,
10766,volrada01,Daniel Volrab,C,1983-03-11,,,,,,,
10767,vomacto01,Tomas Vomacka,G,1999-05-02,,6-3,190,165,,,
10768,vomellu01,Lukas Vomela,D,1985-09-25,,,,,,,
10769,vonarre01,Reto Von Arx,C,1976-09-13,Left,5-10,178,190,Egerkingen,Switzerland,ch
10770,vonstph01,Phil Von Stefenelli,D,1969-04-10,Left,6-1,185,200,,,
10771,vondrmi01,Michal Vondrka,LW,1983-05-17,,,,,,,
10772,vopatja01,Jan Vopat,D,1973-03-22,Left,6-0,183,205,Most,Czechoslovakia,cs
10773,vopatro01,Roman Vopat,C,1976-04-21,Left,6-3,190,223,Litvinov,Czechoslovakia,cs
10774,voracja01,Jakub Voracek,RW,1989-08-15,Left,6-2,188,214,Kladno,Czechoslovakia,cs
10775,vorobdm01,Dmitri Vorobiev,D,1985-10-18,,,,,,,
10776,vorobpa01,Pavel Vorobiev,RW,1982-05-05,Right,6-0,183,195,Karaganda,USSR,su
10777,vorobvl01,Vladimir Vorobiev,LW,1972-10-02,Right,6-0,183,184,Cherepovets,USSR,su
10778,vorobmi01,Mikhail Vorobyev,C,1997-01-05,Left,6-2,188,194,,,
10779,vorondi01,Dimitri Voronkov,LW,2000-09-10,Left,6-4,193,190,,,
10780,vorosaa01,Aaron Voros,C,1981-07-02,Left,6-4,193,215,,,
10781,vorospa01,Pavel Voroshnin,D,1984-03-23,,,,,,,
10782,vossca01,Carl Voss,C,1907-01-06,Left,5-9,175,168,Chelsea,Massachusetts,us
10783,vostrar01,Artem Vostrikov,C,1983-03-23,,,,,,,
10784,voynovi01,Slava Voynov,D,1990-01-15,Right,6-0,183,194,,,
10785,vranaja01,Jakub Vrana,LW,1996-02-28,Left,6-0,183,195,,,
10786,vranape01,Petr Vrana,C,1985-03-29,Left,5-10,178,190,Sternberk,Czechoslovakia,cs
10787,vrbatra01,Radim Vrbata,RW,1981-06-13,Right,6-1,185,194,,,
10788,vujtevl01,Vladimir Vujtek,LW,1972-02-17,Left,6-2,188,200,Ostrava,Czechoslovakia,cs
10789,vukojmi01,Michael Vukojevic,D,2001-06-08,Left,6-3,190,212,Oakville,Canada,ca
10790,vukotmi01,Mick Vukota,RW,1966-09-14,Right,6-1,185,225,Saskatoon,Saskatchewan,ca
10791,vuorimi01,Mikael Vuorio,G,1984-01-04,,,,,,,
10792,vyazmig01,Igor Vyazmikin,W,1966-01-08,Left,6-1,185,194,Moscow,USSR,su
10793,vyborda01,David Vyborny,RW,1975-01-22,Left,5-10,178,181,Jihlava,Czechoslovakia,cs
10794,vyborfr01,Frantisek Vyborny,LW,,,,,,,,
10795,vyshese01,Sergei Vyshedkevich,D,1975-01-03,Left,6-0,183,195,Dedovsk,USSR,su
10796,waddedo01,Don Waddell,D,1958-08-19,Left,5-10,178,180,Detroit,Michigan,us
10797,wagneau01,Austin Wagner,LW,1997-06-23,Left,6-1,185,190,Calgary,Alberta,ca
10798,wagnech01,Chris Wagner,C,1991-05-27,Right,6-0,183,198,Walpole,Massachusetts,us
10799,wagnest01,Steve Wagner,D,1984-03-06,Left,6-2,188,200,,,
10800,wahlmi01,Mitch Wahl,C,1990-01-22,,,,,,,
10801,wahlsol01,Oliver Wahlstrom,RW,2000-06-13,Right,6-2,188,205,Portland,Maine,us
10802,waitefr01,Frank Waite,C,1905-04-09,Left,5-11,180,150,,,
10803,waiteji01,Jimmy Waite,G,1969-04-15,,6-1,185,180,Sherbrooke,Quebec,ca
10804,wakalda01,Darcy Wakaluk,G,1966-03-14,,5-11,180,180,,,
10805,wakeler01,Ernie Wakely,G,1940-11-27,,5-11,180,160,Flon,Manitoba,ca
10806,walcoda01,Daniel Walcott,D,1994-02-19,Left,5-11,180,161,,,
10807,walfosc01,Scott Walford,D,1999-01-12,Left,6-2,188,194,,,
10808,walfrse01,Sebastian Walfridsson,D,1999-03-19,Left,6-0,183,194,Ingaro,Sweden,se
10809,walkego01,Gord Walker,RW,1965-08-12,Left,6-0,183,175,,,
10810,walkeho01,Howard Walker,D,1958-08-05,Left,6-0,183,205,,,
10811,walkeja01,Jack Walker,F,1888-11-29,Left,5-8,173,153,,,
10812,walkeja02,Jared Walker,C,1986-01-14,,,,,,,
10813,walkejo01,Jonathan Walker,D,1996-07-30,Left,5-11,180,180,Edina,Minnesota,us
10814,walkeju01,Julian Walker,W,1986-09-10,,,,,,,
10815,walkeku01,Kurt Walker,D,1954-06-10,Right,6-3,190,200,Weymouth,Massachusetts,us
10816,walkelu01,Luke Walker,RW,1990-02-19,,,,,,,
10817,walkema01,Matt Walker,D,1980-04-07,Right,6-4,193,215,Beaverlodge,Alberta,ca
10818,walkena01,Nathan Walker,C,1994-02-07,Left,5-9,175,186,,,
10819,walkeru01,Russ Walker,RW,1953-05-24,Right,6-2,188,185,,,
10820,walkesa01,Samuel Walker,C,1999-06-07,Right,5-10,178,142,Edina,Minnesota,us
10821,walkesc01,Scott Walker,RW,1973-07-19,Right,5-10,178,196,Cambridge,Ontario,ca
10822,walkese01,Sean Walker,D,1994-11-13,Right,5-11,180,195,Keswick,Ontario,ca
10823,wallbo01,Bob Wall,D,1942-12-01,Left,5-10,178,171,,,
10824,wallke01,Kevin Wall,RW,2000-02-01,Right,6-0,183,188,,,
10825,wallmi01,Michael Wall,G,1985-07-25,,6-2,188,209,,,
10826,wallty01,Tyler Wall,G,1998-01-14,,6-2,188,190,Leamington,Ontario,ca
10827,wallati01,Tim Wallace,RW,1984-08-06,Right,6-1,185,207,Anchorage,Alaska,us
10828,wallier01,Erik Walli Walterholm,RW,1999-02-27,,6-1,185,179,,,
10829,wallije01,Jesse Wallin,D,1978-03-10,Left,6-2,188,190,Saskatoon,Saskatchewan,ca
10830,wallini01,Niclas Wallin,D,1975-02-20,Left,6-3,190,220,Boden,Sweden,se
10831,wallipe01,Peter Wallin,RW,1957-04-30,Right,5-9,175,170,Stockholm,Sweden,se
10832,walliri01,Rickard Wallin,C,1980-04-19,Left,6-2,188,195,Stockholm,Sweden,se
10833,walliwi01,William Wallinder,D,2002-07-28,Left,6-4,193,191,Solleftea,Sweden,se
10834,wallmlu01,Lucas Wallmark,C,1995-09-05,Left,6-0,183,178,Umea,Sweden,se
10835,walmaja01,Jake Walman,D,1996-02-20,Left,6-1,185,170,Toronto,Ontario,ca
10836,walsede01,Derrick Walser,D,1978-05-12,Left,5-10,178,190,,,
10837,walshbr01,Brian Walsh,C,1954-11-06,Right,5-8,173,170,Cambridge,Massachusetts,us
10838,walshdu01,Dustin Walsh,C,1991-03-20,,,,,,,
10839,walshed01,Ed Walsh,G,1951-08-18,,5-10,178,180,Somerville,Massachusetts,us
10840,walshfl01,Flat Walsh,G,1897-03-23,,5-11,180,180,Kingston,Ontario,ca
10841,walshji01,Jim Walsh,D,1956-10-26,Right,6-1,185,185,Norfolk,Virginia,us
10842,walshma01,Marty Walsh,C,,Left,5-7,170,155,Kingston,Ontario,ca
10843,walshmi02,Mike Walsh,LW,1983-01-12,,,,,,,
10844,walshmi01,Mike Walsh,W,1962-04-03,Right,6-2,188,195,,,
10845,walshre01,Reilly Walsh,D,1999-04-21,Right,6-0,183,176,,,
10846,walshto01,Tom Walsh,D,1983-04-22,,,,,,,
10847,waltebe01,Ben Walter,C,1984-05-11,Left,6-0,183,185,Beaconsfield,Quebec,ca
10848,walteda01,Dave Walter,C,1952-05-06,Left,6-0,183,180,,,
10849,waltery01,Ryan Walter,C/LW,1958-04-23,Left,6-0,183,200,,,
10850,walteni01,Nicholas Walters,D,1994-04-11,,,,,,,
10851,waltero01,Ron Walters,C,1948-03-09,Right,6-0,183,175,Castor,Alberta,ca
10852,walthis01,Isak Walther,RW,2001-08-02,Left,6-3,190,170,,,
10853,waltobo01,Bobby Walton,C/RW,1912-08-05,Right,5-9,175,165,Ottawa,Ontario,ca
10854,waltomi01,Mike Walton,C,1945-01-03,Left,5-10,178,175,,,
10855,waltoro01,Rob Walton,C,1949-09-03,Left,5-9,175,165,Toronto,Ontario,ca
10856,walzwe01,Wes Walz,C,1970-05-15,Right,5-10,178,189,Calgary,Alberta,ca
10857,wamslri01,Rick Wamsley,G,1959-05-25,,5-11,180,185,Simcoe,Ontario,ca
10858,wandeto01,Tom Wandell,C,1987-01-29,Left,6-1,185,200,Sodertalje,Sweden,se
10859,wannsse01,Sebastian Wannstrom,RW,1991-03-03,,6-1,185,180,,,
10860,wanviky01,Kyle Wanvig,RW,1981-01-29,Right,6-2,188,210,Calgary,Alberta,ca
10861,wappego01,Gord Wappel,D,1958-07-26,Left,6-2,188,205,Regina,Saskatchewan,ca
10862,wardaa01,Aaron Ward,D,1973-01-17,Right,6-2,188,209,Windsor,Ontario,ca
10863,wardca01,Cam Ward,G,1984-02-29,,6-1,185,194,Saskatoon,Saskatchewan,ca
10864,warddi01,Dixon Ward,RW,1968-09-23,Right,6-0,183,200,Leduc,Alberta,ca
10865,warddo01,Don Ward,D,1935-10-19,Left,6-2,188,200,Sarnia,Ontario,ca
10866,warded01,Ed Ward,RW,1969-11-10,Right,6-3,190,220,Edmonton,Alberta,ca
10867,wardja01,Jason Ward,RW,1979-01-16,Right,6-2,188,208,Chapleau,Ontario,ca
10868,wardji01,Jimmy Ward,RW,1906-09-01,Right,5-11,180,167,,,
10869,wardjo01,Joe Ward,C,1961-02-11,Left,6-0,183,180,Sarnia,Ontario,ca
10870,wardjo02,Joel Ward,RW,1980-12-02,Right,6-1,185,225,,,
10871,wardla01,Lance Ward,D,1978-06-02,Left,6-3,190,210,Lloydminster,Alberta,ca
10872,wardmi01,Michael Ward,D,1989-08-13,,,,,,,
10873,wardro01,Ron Ward,C,1944-09-12,Right,5-11,180,175,Cornwall,Ontario,ca
10874,wareje01,Jeff Ware,D,1977-05-19,Left,6-4,193,220,Toronto,Ontario,ca
10875,waremi01,Michael Ware,RW,1967-03-22,Right,6-5,196,216,York,Ontario,ca
10876,waresed01,Eddie Wares,D/RW,1915-03-19,Right,5-11,180,182,Calgary,Alberta,ca
10877,wargst01,Stefan Warg,D,1990-02-06,,,,,,,
10878,warnma01,Max Warn,LW,1988-06-10,,,,,,,
10879,warnebo01,Bob Warner,D,1950-12-13,Left,5-11,180,180,Grimsby,Ontario,ca
10880,warnehu01,Hunter Warner,D,1995-09-21,,6-2,188,202,,,
10881,warneji01,Jim Warner,RW,1954-03-26,Right,5-11,180,180,Minneapolis,Minnesota,us
10882,warrst01,Steve Warr,D,1951-01-05,Right,5-11,180,185,Peterborough,Ontario,ca
10883,warrebr01,Brendan Warren,LW,1997-05-07,Left,6-0,183,191,Carleton,Michigan,us
10884,warrema01,Marshall Warren,D,2001-04-20,Left,5-11,180,170,,,
10885,warrerh01,Rhett Warrener,D,1976-01-27,Right,6-1,185,203,Shaunavon,Saskatchewan,ca
10886,warrito01,Todd Warriner,LW,1974-01-03,Left,6-1,185,200,Blenheim,Ontario,ca
10887,warsoda01,David Warsofsky,D,1990-05-30,Left,5-9,175,170,Marshfield,Massachusetts,us
10888,warwibi01,Billy Warwick,LW,1924-11-17,Left,5-7,170,155,Regina,Saskatchewan,ca
10889,warwigr01,Grant Warwick,RW,1921-10-11,Right,5-6,168,155,Regina,Saskatchewan,ca
10890,washbst01,Steve Washburn,C,1975-04-10,Left,6-2,188,198,Ottawa,Ontario,ca
10891,washkke01,Keean Washkurak,C,2001-08-16,Left,5-10,178,184,Waterloo,Ontario,ca
10892,wasnini01,Nick Wasnie,RW,1904-01-01,Right,5-11,180,174,Winnipeg,Manitoba,ca
10893,wathifr01,Francis Wathier,LW,1984-12-07,Left,6-4,193,218,,,
10894,watkima01,Matt Watkins,RW,1986-11-22,Left,5-10,178,181,Aylesbury,Saskatchewan,ca
10895,watsoau01,Austin Watson,LW,1992-01-13,Right,6-4,193,204,,,
10896,watsobi01,Bill Watson,RW,1964-03-30,Right,6-0,183,185,,,
10897,watsobr01,Bryan Watson,D,1942-11-14,Right,5-9,175,175,Bancroft,Ontario,ca
10898,watsocl01,Clifford Watson,D,1993-12-21,,,,,,,
10899,watsoda01,Dave Watson,LW,1958-05-19,Left,6-2,188,190,,,
10900,watsogr01,Greg Watson,C,1983-03-02,,,,,,,
10901,watsoha01,Harry Watson,LW,1898-07-14,Left,,,65,,,
10902,watsoha02,Harry Watson,LW,1923-05-06,Left,6-1,185,207,Saskatoon,Saskatchewan,ca
10903,watsoji01,Jim Watson,D,1943-06-28,Left,6-2,188,186,Malartic,Quebec,ca
10904,watsoji02,Jimmy Watson,D,1952-08-19,Left,6-0,183,195,,,
10905,watsojo01,Joe Watson,D,1943-07-06,Left,5-10,178,185,,,
10906,watsoph01,Phil Watson,RW/C,1914-04-24,Right,5-11,180,165,Montreal,Quebec,ca
10907,watsory01,Ryan Watson,LW,1988-03-01,,,,,,,
10908,watsosp01,Spencer Watson,RW,1996-04-25,Right,5-10,178,170,London,Ontario,ca
10909,wattj,J.D. Watt,RW,1987-05-25,,,,,,,
10910,wattji01,Jim Watt,G,1950-05-11,,5-11,180,180,Duluth,Minnesota,us
10911,wattmi01,Mike Watt,LW,1976-03-31,Left,6-2,188,212,Seaforth,Ontario,ca
10912,watteti01,Tim Watters,D,1959-07-25,Left,5-11,180,185,,,
10913,wattsbr01,Brian Watts,LW,1947-09-10,Left,6-0,183,180,Hagersville,Ontario,ca
10914,waughge01,Geoff Waugh,D,1983-08-25,,,,,,,
10915,wealjo01,Jordan Weal,C,1992-04-15,Right,5-10,178,179,,,
10916,weathja01,Jasper Weatherby,C,1998-01-22,Left,6-3,190,202,Portland,Oregon,us
10917,weavemi01,Mike Weaver,D,1978-05-02,Right,5-10,178,183,Bramalea,Ontario,ca
10918,webbre01,Reilly Webb,D,1999-05-04,Right,6-3,190,198,,,
10919,webbst01,Steve Webb,RW,1975-04-30,Right,6-0,183,211,Peterborough,Ontario,ca
10920,webbeca01,Cade Webber,D,2001-01-05,Left,6-5,196,205,,,
10921,weberje01,Jeff Weber,G,1984-09-24,,,,,,,
10922,webermi01,Mike Weber,D,1987-12-16,Left,6-2,188,217,Pittsburgh,Pennsylvania,us
10923,webersh01,Shea Weber,D,1985-08-14,Right,6-4,193,229,,,
10924,weberwi01,Will Weber,D,1988-10-28,,6-4,193,205,,,
10925,weberya01,Yannick Weber,D,1988-09-23,Right,5-11,180,200,Morges,Switzerland,ch
10926,webstau01,Aubrey Webster,RW,1912-09-25,Right,5-9,175,168,Kenora,Ontario,ca
10927,webstjo01,Chick Webster,C,1920-11-03,Left,5-11,180,160,Toronto,Ontario,ca
10928,webstdo01,Don Webster,LW,1924-07-03,Left,5-8,173,180,Toronto,Ontario,ca
10929,webstmc01,Mckade Webster,LW,2000-07-28,Left,5-10,178,167,,,
10930,webstto01,Tom Webster,RW,1948-10-04,Right,5-10,178,170,,,
10931,wedgesc01,Scott Wedgewood,G,1992-08-14,,6-2,188,195,Brampton,Ontario,ca
10932,wedinan01,Anton Wedin,F,1993-03-01,Left,,,,Sundsvall,Sweden,se
10933,wedmama01,Matthew Wedman,C,1999-05-25,Left,6-2,188,197,Edmonton,Alberta,ca
10934,weegama01,MacKenzie Weegar,D,1994-01-07,Right,6-0,183,200,Ottawa,Ontario,ca
10935,weekeke01,Kevin Weekes,G,1975-04-04,,6-2,188,215,Toronto,Ontario,ca
10936,weeksst01,Steve Weeks,G,1958-06-30,,5-11,180,170,Scarborough,Ontario,ca
10937,wegwejo01,Joe Wegwerth,RW,1996-06-16,Left,6-3,190,230,Burnsville,Minnesota,us
10938,weighdo01,Doug Weight,C,1971-01-21,Left,5-11,180,202,Warren,Michigan,us
10939,weilaco01,Cooney Weiland,C,1904-11-05,Left,5-7,170,150,,,
10940,weimaty01,Tyler Weiman,G,1984-06-05,,5-11,180,180,Saskatoon,Saskatchewan,ca
10941,weingev01,Evan Weinger,F,1997-04-18,Right,6-1,185,195,,,
10942,weinhma01,Mattias Weinhandl,RW,1980-06-01,Right,6-0,183,183,Ljungby,Sweden,se
10943,weinrer01,Eric Weinrich,D,1966-12-19,Left,6-1,185,207,Roanoke,Virginia,us
10944,weirst01,Stan Weir,C,1952-03-17,Left,6-1,185,180,Ponoka,Alberta,ca
10945,weirwa01,Wally Weir,D,1954-06-03,Left,6-2,188,200,Verdun,Quebec,ca
10946,weiseda01,Dale Weise,RW,1988-08-05,Right,6-2,188,206,Winnipeg,Manitoba,ca
10947,weissst01,Stephen Weiss,C,1983-04-03,Left,5-11,180,190,Toronto,Ontario,ca
10948,weissty01,Tyler Weiss,LW,2000-01-03,Left,5-10,178,151,,,
10949,weissli01,Linus Weissbach,LW,1998-04-19,Left,5-8,173,161,Gothenburg,Sweden,se
10950,welchno01,Noah Welch,D,1982-08-26,Left,6-4,193,220,Brighton,Massachusetts,us
10951,welinan01,Andy Welinski,D,1993-04-27,Right,6-1,185,201,Duluth,Minnesota,us
10952,wellapa01,Patrick Wellar,D,1983-12-04,,,,,,,
10953,wellecr01,Craig Weller,RW,1981-01-17,Right,6-4,193,220,Calgary,Alberta,ca
10954,welleju01,Justin Weller,D,1991-07-26,,,,,,,
10955,wellesh01,Shawn Weller,LW,1986-07-08,,,,,,,
10956,wellial01,Alex Wellington,RW,1893-08-04,Right,,,,,,
10957,wellmca01,Casey Wellman,C,1987-10-18,,6-0,183,173,Brentwood,California,us
10958,wellsch01,Chris Wells,C,1975-11-12,Left,6-6,198,223,Calgary,Alberta,ca
10959,wellsdy01,Dylan Wells,G,1998-01-03,,6-2,188,18,,,
10960,wellsja01,Jay Wells,D,1959-05-18,Left,6-1,185,210,Paris,Ontario,ca
10961,wellwer01,Eric Wellwood,LW,1990-03-06,Left,5-11,180,180,Windsor,Ontario,ca
10962,wellwky01,Kyle Wellwood,C,1983-05-16,Right,5-10,178,181,Windsor,Ontario,ca
10963,welshje01,Jeremy Welsh,C,1988-04-30,Left,6-3,190,210,Bayfield,Ontario,ca
10964,wennbal01,Alexander Wennberg,C,1994-09-22,Left,6-2,188,197,Stockholm,Sweden,se
10965,wensijo01,John Wensink,LW,1953-04-01,Left,6-0,183,200,,,
10966,wentwcy01,Cy Wentworth,D,1905-01-24,Right,5-10,178,170,Grimsby,Ontario,ca
10967,wereket01,Ethan Werek,C,1991-06-07,Left,6-1,185,189,Markham,Ontario,ca
10968,werenbr01,Brad Werenka,D,1969-02-12,Left,6-1,185,221,,,
10969,werenza01,Zach Werenski,D,1997-07-19,Left,6-2,188,212,,,
10970,wernead01,Adam Werner,G,1997-05-02,,6-5,196,205,Mariestad,Sweden,se
10971,wernest01,Steve Werner,RW,1984-08-08,,,,,,,
10972,wesenbr01,Brian Wesenberg,RW,1977-05-09,Right,6-3,190,187,Peterborough,Ontario,ca
