Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,pid,Year,YR_INT
Chris Mason,35,WPG,20,15,8,7,1,43,422,379,.898,2.59,2,1.8,995,6,.400,3,118,-6.51,0,0,0,0,masonch02,2011-2012,2012
Steve Mason,23,CBJ,46,45,16,26,3,143,1355,1212,.894,3.39,1,5.1,2534,19,.422,15,122,-25.84,0,2,2,2,masonst01,2011-2012,2012
Curtis McElhinney,28,PHX,2,1,1,0,0,2,36,34,.944,1.67,0,0.4,72,1,1.000,0,,,0,0,0,0,mcelhcu01,2011-2012,2012
Ryan Miller,31,BUF,61,60,31,21,7,150,1788,1638,.916,2.54,6,11.4,3536,33,.550,7,97,4.59,0,0,0,0,millery01,2011-2012,2012
Al Montoya,26,NYI,31,26,9,11,5,89,832,743,.893,3.11,0,3.0,1720,13,.500,8,124,-17.06,0,0,0,2,montoal01,2011-2012,2012
Mike Murphy,23,CAR,2,0,0,1,0,0,9,9,1.000,0.00,0,0.1,36,0,,0,,,0,0,0,0,murphmi02,2011-2012,2012
Evgeni Nabokov,36,NYI,42,41,19,18,3,101,1172,1071,.914,2.55,2,7.2,2378,23,.561,8,100,0.33,0,0,0,6,nabokev01,2011-2012,2012
Michal Neuvirth,23,WSH,38,30,13,13,5,95,976,881,.903,2.82,3,4.7,2020,15,.500,4,113,-10.61,0,1,1,2,neuvimi01,2011-2012,2012
Antti Niemi,28,SJS,68,68,34,22,9,159,1865,1706,.915,2.42,6,11.6,3936,36,.529,9,99,2.25,0,0,0,2,niemian02,2011-2012,2012
Anders Nilsson,21,NYI,4,3,1,2,0,10,112,102,.911,2.75,1,0.6,218,2,.667,0,,,0,0,0,0,nilssan01,2011-2012,2012
Ondrej Pavelec,24,WPG,68,67,29,28,9,191,2036,1845,.906,2.91,4,10.6,3932,35,.522,12,108,-14.96,0,2,2,0,pavelon01,2011-2012,2012
Justin Peters,25,CAR,7,6,2,3,2,16,233,217,.931,2.48,1,1.9,387,5,.833,0,,,0,0,0,0,peterju01,2011-2012,2012
Kevin Poulin,21,NYI,6,6,2,4,0,15,162,147,.907,3.04,0,0.9,296,2,.333,1,,,0,1,1,0,poulike01,2011-2012,2012
Carey Price,24,MTL,65,65,26,28,11,160,1914,1754,.916,2.43,4,12.3,3944,35,.538,8,97,5.49,0,2,2,6,priceca01,2011-2012,2012
Jonathan Quick,26,LAK,69,68,35,21,13,133,1863,1730,.929,1.95,10,14.7,4099,43,.632,8,83,28.08,0,2,2,6,quickjo01,2011-2012,2012
Tuukka Rask,24,BOS,23,22,11,8,3,44,621,577,.929,2.05,3,4.9,1289,13,.591,4,82,9.69,0,0,0,2,rasktu01,2011-2012,2012
Andrew Raycroft,31,DAL,10,8,2,8,0,31,303,272,.898,3.51,0,1.3,529,3,.375,2,,,0,0,0,0,raycran01,2011-2012,2012
James Reimer,23,TOR,34,34,14,14,4,97,974,877,.900,3.10,3,4.4,1879,13,.382,9,115,-12.79,0,0,0,0,reimeja01,2011-2012,2012
Pekka Rinne,29,NSH,73,72,43,18,8,166,2153,1987,.923,2.39,5,15.5,4169,44,.611,10,89,20.15,0,5,5,0,rinnepe01,2011-2012,2012
Dwayne Roloson,42,TBL,40,31,13,16,3,128,1126,998,.886,3.66,1,3.2,2099,9,.290,9,131,-30.64,0,0,0,6,rolosdw01,2011-2012,2012
Jussi Rynnas,24,TOR,2,1,0,1,0,7,40,33,.825,4.25,0,-0.2,99,0,.000,1,,,0,0,0,0,rynnaju01,2011-2012,2012
Curtis Sanford,32,CBJ,36,32,10,18,4,86,971,885,.911,2.60,1,5.7,1983,18,.563,6,102,-2.05,0,0,0,0,sanfocu01,2011-2012,2012
Cory Schneider,25,VAN,33,28,20,8,1,60,945,885,.937,1.96,3,8.4,1833,20,.714,2,73,21.71,0,2,2,0,schneco01,2011-2012,2012
Ben Scrivens,25,TOR,12,11,4,5,2,35,359,324,.903,3.13,0,1.7,672,5,.455,1,113,-3.96,0,0,0,4,scrivbe01,2011-2012,2012
Mike Smith,29,PHX,67,67,38,18,10,144,2066,1922,.930,2.21,8,16.7,3903,42,.627,9,81,34.63,0,2,2,16,smithmi01,2011-2012,2012
Iiro Tarkki,26,ANA,1,0,1,0,0,3,10,7,.700,4.41,0,-0.2,41,0,,0,,,0,0,0,0,tarkkii01,2011-2012,2012
Jose Theodore,35,FLA,53,51,22,16,11,125,1502,1377,.917,2.46,3,9.7,3049,32,.627,6,96,4.87,0,0,0,2,theodjo01,2011-2012,2012
Brad Thiessen,25,PIT,5,4,3,1,0,16,113,97,.858,3.72,0,-0.1,258,2,.500,1,,,0,0,0,2,thiesbr01,2011-2012,2012
Tim Thomas,37,BOS,59,55,35,19,1,132,1659,1527,.920,2.36,5,11.5,3352,30,.545,3,92,11.44,0,1,1,0,thomati01,2011-2012,2012
Dustin Tokarski,22,TBL,5,5,1,3,1,14,116,102,.879,3.45,0,0.2,244,1,.200,2,,,0,1,1,2,tokardu01,2011-2012,2012
Marty Turco,36,BOS,5,4,2,2,0,16,110,94,.855,3.68,0,-0.1,261,1,.250,2,,,0,0,0,2,turcoma01,2011-2012,2012
Semyon Varlamov,23,COL,53,52,26,24,3,136,1564,1428,.913,2.59,4,9.4,3151,28,.538,10,101,-0.77,0,1,1,2,varlasi01,2011-2012,2012
Tomas Vokoun,35,WSH,48,46,25,17,2,108,1299,1191,.917,2.51,4,8.4,2583,23,.500,8,96,4.31,0,2,2,4,vokouto01,2011-2012,2012
Cam Ward,27,CAR,68,68,30,23,13,182,2143,1961,.915,2.74,5,13.4,3988,38,.559,10,98,3.29,1,0,1,4,wardca01,2011-2012,2012
Allen York,22,CBJ,11,5,3,2,0,16,199,183,.920,2.30,0,1.4,417,3,.600,0,,,0,0,0,0,yorkal01,2011-2012,2012
Craig Anderson,29,COL,33,31,13,15,3,99,957,858,.897,3.28,0,3.9,1810,15,.484,9,119,-15.63,0,1,1,4,andercr01,2010-2011,2011
Craig Anderson,29,OTT,18,18,11,5,1,36,589,553,.939,2.05,2,5.3,1055,14,.778,1,70,15.31,0,0,0,0,andercr01,2010-2011,2011
Alex Auld,30,MTL,16,12,6,2,2,33,383,350,.914,2.64,0,2.3,749,6,.500,2,99,0.37,0,1,1,2,auldal01,2010-2011,2011
Richard Bachman,23,DAL,1,0,0,0,0,0,4,4,1.000,0.00,0,0.1,10,0,,0,,,0,0,0,0,bachmri01,2010-2011,2011
Niklas Backstrom,32,MIN,51,50,22,23,5,132,1566,1434,.916,2.66,3,9.8,2978,29,.580,9,97,4.42,0,1,1,2,backsni01,2010-2011,2011
Jonathan Bernier,22,LAK,25,22,11,8,3,57,652,595,.913,2.48,3,3.9,1378,14,.636,5,100,-0.20,0,0,0,0,bernijo01,2010-2011,2011
Martin Biron,33,NYR,17,15,8,6,0,33,426,393,.923,2.13,0,3.0,928,10,.667,1,89,4.11,0,0,0,0,bironma01,2010-2011,2011
Ben Bishop,24,STL,7,5,3,4,0,17,168,151,.899,2.77,1,0.7,369,2,.400,3,,,0,0,0,0,bishobe01,2010-2011,2011
Sergei Bobrovsky,22,PHI,54,52,28,13,8,130,1527,1397,.915,2.59,0,9.4,3017,34,.654,6,98,3.03,0,2,2,2,bobrose01,2010-2011,2011
Brian Boucher,34,PHI,34,29,18,10,4,76,902,826,.916,2.42,0,5.7,1885,17,.586,3,97,2.58,0,0,0,0,bouchbr01,2010-2011,2011
Martin Brodeur,38,NJD,56,54,23,26,3,127,1313,1186,.903,2.45,6,6.3,3116,28,.519,9,111,-12.62,0,2,2,2,brodema01,2010-2011,2011
Mike Brodeur,27,OTT,4,1,0,1,0,7,42,35,.833,4.34,0,-0.1,97,0,.000,1,,,0,0,0,0,brodemi01,2010-2011,2011
Ilya Bryzgalov,30,PHX,68,67,36,20,10,168,2125,1957,.921,2.48,7,14.7,4060,40,.597,6,91,17.12,0,0,0,2,bryzgil01,2010-2011,2011
Peter Budaj,28,COL,45,39,15,21,4,130,1234,1104,.895,3.20,1,4.7,2439,13,.333,7,121,-22.50,0,1,1,6,budajpe01,2010-2011,2011
Scott Clemmensen,33,FLA,31,25,8,11,7,74,833,759,.911,2.62,1,4.8,1696,10,.400,4,102,-1.43,0,1,1,2,clemmsc01,2010-2011,2011
Matt Climie,27,PHX,1,0,0,0,0,1,16,15,.938,1.85,0,0.1,32,0,,0,,,0,0,0,0,climima01,2010-2011,2011
Ty Conklin,34,STL,25,20,8,8,4,69,582,513,.881,3.22,2,1.3,1285,6,.300,7,136,-18.30,0,0,0,4,conklty01,2010-2011,2011
Corey Crawford,26,CHI,57,55,33,18,6,128,1545,1417,.917,2.30,4,10.0,3337,34,.618,6,95,6.59,0,1,1,2,crawfco01,2010-2011,2011
Mark Dekanich,24,NSH,1,0,0,0,0,3,25,22,.880,3.60,0,0.1,50,0,,0,,,0,0,0,0,dekanma01,2010-2011,2011
Cedrick Desjardins,25,TBL,2,2,2,0,0,2,63,61,.968,1.00,0,0.8,120,2,1.000,0,,,0,0,0,0,desjace01,2010-2011,2011
Rick DiPietro,29,NYI,26,25,8,14,4,88,773,685,.886,3.44,1,2.2,1533,9,.360,7,131,-20.66,0,1,1,25,dipieri01,2010-2011,2011
Devan Dubnyk,24,EDM,35,33,12,13,8,93,1103,1010,.916,2.71,2,6.9,2061,18,.545,6,97,3.09,0,0,0,2,dubnyde01,2010-2011,2011
Brian Elliott,25,OTT,43,39,13,19,8,122,1147,1025,.894,3.19,3,4.2,2293,14,.359,12,122,-22.08,0,0,0,0,elliobr01,2010-2011,2011
Brian Elliott,25,COL,12,12,2,8,1,44,404,360,.891,3.83,0,1.4,690,3,.250,3,125,-8.81,0,0,0,0,elliobr01,2010-2011,2011
Dan Ellis,30,TBL,31,26,13,7,6,82,741,659,.889,2.93,2,2.4,1679,10,.385,8,127,-17.45,0,1,1,0,ellisda01,2010-2011,2011
Dan Ellis,30,ANA,13,11,8,3,1,29,348,319,.917,2.39,0,2.2,729,6,.545,2,96,1.32,0,0,0,0,ellisda01,2010-2011,2011
Ray Emery,28,ANA,10,9,7,2,0,20,272,252,.926,2.28,0,2.1,527,5,.556,0,,,0,0,0,0,emeryra01,2010-2011,2011
Jhonas Enroth,22,BUF,14,13,9,2,2,35,377,342,.907,2.73,1,2.0,769,7,.538,2,107,-2.16,0,0,0,0,enrotjh01,2010-2011,2011
Marc-Andre Fleury,26,PIT,65,62,36,20,5,143,1742,1599,.918,2.32,3,11.4,3695,37,.597,10,94,8.76,0,1,1,10,fleurma01,2010-2011,2011
Mathieu Garon,33,CBJ,36,29,10,14,6,88,887,799,.901,2.72,3,4.0,1938,10,.345,5,114,-10.73,0,1,1,2,garonma01,2010-2011,2011
Martin Gerber,36,EDM,3,3,3,0,0,4,95,91,.958,1.30,0,1.1,185,3,1.000,0,,,0,1,1,0,gerbema01,2010-2011,2011
Jean-Sebastien Giguere,33,TOR,33,26,11,11,4,78,777,699,.900,2.87,0,3.4,1633,13,.500,3,115,-10.31,0,0,0,4,gigueje01,2010-2011,2011
Jonas Gustavsson,26,TOR,23,21,6,13,2,68,620,552,.890,3.28,0,2.1,1242,6,.286,4,126,-13.99,0,0,0,0,gustajo01,2010-2011,2011
Jaroslav Halak,25,STL,57,57,27,21,7,136,1518,1382,.910,2.48,7,8.6,3294,32,.561,7,103,-3.76,0,0,0,6,halakja01,2010-2011,2011
Johan Hedberg,37,NJD,34,27,15,12,2,68,777,709,.912,2.38,3,4.6,1717,17,.630,4,100,-0.31,0,1,1,4,hedbejo01,2010-2011,2011
Jonas Hiller,28,ANA,49,46,26,16,3,114,1493,1379,.924,2.56,5,10.8,2672,26,.565,5,88,16.06,0,1,1,0,hillejo01,2010-2011,2011
Braden Holtby,21,WSH,14,12,10,2,2,22,332,310,.934,1.79,2,2.8,736,8,.667,2,76,6.92,0,1,1,0,holtbbr01,2010-2011,2011
Jimmy Howard,26,DET,63,63,37,17,5,168,1830,1662,.908,2.79,2,9.9,3615,30,.476,8,105,-8.58,0,1,1,4,howarja02,2010-2011,2011
Brent Johnson,33,PIT,23,20,13,5,3,47,604,557,.922,2.17,1,4.3,1297,15,.750,4,89,5.62,0,1,1,24,johnsbr02,2010-2011,2011
Chad Johnson,24,NYR,1,0,0,0,0,2,11,9,.818,6.00,0,-0.1,20,0,,0,,,0,0,0,0,johnsch02,2010-2011,2011
Henrik Karlsson,27,CGY,17,11,4,5,6,36,391,355,.908,2.58,0,2.1,838,6,.545,3,106,-1.94,0,0,0,0,karlshe01,2010-2011,2011
Nikolai Khabibulin,38,EDM,47,46,10,32,4,153,1389,1236,.890,3.40,2,4.5,2701,15,.326,12,126,-32.00,0,0,0,12,khabini01,2010-2011,2011
Anton Khudobin,24,MIN,4,3,2,1,0,5,86,81,.942,1.59,1,0.8,189,2,.667,1,,,0,0,0,0,khudoan01,2010-2011,2011
Miikka Kiprusoff,34,CGY,71,71,37,24,6,182,1935,1753,.906,2.63,6,10.0,4156,39,.549,14,108,-13.43,0,1,1,2,kiprumi01,2010-2011,2011
Mikko Koskinen,22,NYI,4,4,2,1,0,15,118,103,.873,4.33,0,0.1,208,2,.500,2,,,0,0,0,0,koskimi01,2010-2011,2011
Jason LaBarbera,31,PHX,17,15,7,6,3,48,529,481,.909,3.26,2,2.9,883,10,.667,3,104,-1.92,0,0,0,2,labarja01,2010-2011,2011
Patrick Lalime,36,BUF,7,4,0,5,0,18,163,145,.890,2.96,0,0.5,365,0,.000,1,,,0,1,1,0,lalimpa01,2010-2011,2011
Nathan Lawson,27,NYI,10,7,1,4,2,26,243,217,.893,4.06,0,0.9,384,3,.429,2,,,0,0,0,0,lawsona01,2010-2011,2011
Pascal Leclaire,28,OTT,14,13,4,7,1,36,391,355,.908,2.83,0,2.1,763,8,.615,1,106,-1.94,0,0,0,0,leclapa01,2010-2011,2011
Robin Lehner,19,OTT,8,5,1,4,0,20,178,158,.888,3.52,0,0.5,341,1,.200,2,,,0,0,0,2,lehnero01,2010-2011,2011
Kari Lehtonen,27,DAL,69,68,34,24,11,175,2043,1868,.914,2.55,3,12.5,4119,38,.559,8,98,2.98,0,6,6,6,lehtoka01,2010-2011,2011
Michael Leighton,29,PHI,1,1,1,0,0,4,36,32,.889,4.01,0,0.1,60,0,.000,0,,,0,0,0,0,leighmi01,2010-2011,2011
David LeNeveu,27,CBJ,1,0,0,0,0,2,12,10,.833,6.00,0,0.0,20,0,,0,,,0,0,0,0,lenevda01,2010-2011,2011
Anders Lindback,22,NSH,22,18,11,5,2,49,576,527,.915,2.60,2,3.6,1131,12,.667,2,98,1.18,0,0,0,0,lindban01,2010-2011,2011
Henrik Lundqvist,28,NYR,68,67,36,27,5,152,1965,1813,.923,2.28,11,14.0,4007,36,.537,9,89,19.18,0,4,4,6,lundqhe01,2010-2011,2011
Roberto Luongo,31,VAN,60,60,38,15,7,126,1753,1627,.928,2.11,4,13.6,3590,40,.667,4,83,26.71,0,3,3,2,luongro01,2010-2011,2011
Joey MacDonald,30,DET,15,9,5,5,3,31,372,341,.917,2.58,1,2.4,721,3,.333,2,96,1.41,0,0,0,0,macdojo01,2010-2011,2011
Peter Mannino,26,ATL,2,0,0,0,0,5,36,31,.861,4.12,0,0.0,73,0,,0,,,0,0,0,0,mannipe01,2010-2011,2011
Jacob Markstrom,21,FLA,1,0,0,1,0,2,14,12,.857,3.01,0,0.0,40,0,,0,,,0,0,0,0,marksja02,2010-2011,2011
Chris Mason,34,ATL,33,27,13,13,3,95,882,787,.892,3.39,1,3.1,1682,9,.333,6,124,-18.16,0,0,0,4,masonch02,2010-2011,2011
Steve Mason,22,CBJ,54,53,24,21,7,153,1541,1388,.901,3.03,3,7.0,3027,25,.472,14,114,-18.75,0,1,1,2,masonst01,2010-2011,2011
Thomas McCollum,21,DET,1,0,0,0,0,3,8,5,.625,12.31,0,-0.2,15,0,,0,,,0,0,0,0,mccolth01,2010-2011,2011
Curtis McElhinney,27,ANA,21,16,6,9,1,57,516,459,.890,3.43,2,1.7,996,6,.375,6,127,-12.05,0,1,1,0,mcelhcu01,2010-2011,2011
Curtis McElhinney,27,OTT,7,6,3,4,0,17,205,188,.917,2.56,0,1.3,399,3,.500,1,,,0,0,0,0,mcelhcu01,2010-2011,2011
Mike McKenna,27,NJD,2,1,0,1,0,6,56,50,.893,3.05,0,0.2,118,0,.000,0,,,0,0,0,0,mckenmi01,2010-2011,2011
Ryan Miller,30,BUF,66,65,34,22,8,165,1964,1799,.916,2.59,5,12.4,3829,39,.600,9,96,6.10,0,2,2,6,millery01,2010-2011,2011
Al Montoya,25,NYI,20,18,9,5,5,46,585,539,.921,2.39,1,4.1,1154,13,.722,0,90,4.96,0,1,1,2,montoal01,2010-2011,2011
Michal Neuvirth,22,WSH,48,44,27,12,4,110,1283,1173,.914,2.45,4,7.8,2689,21,.477,4,98,1.77,0,0,0,0,neuvimi01,2010-2011,2011
Antti Niemi,27,SJS,60,60,35,18,6,140,1741,1601,.920,2.38,6,11.7,3524,37,.617,6,92,11.67,0,1,1,2,niemian02,2010-2011,2011
Antero Niittymaki,30,SJS,24,22,12,7,3,64,615,551,.896,2.71,0,2.4,1414,11,.500,5,119,-10.42,0,0,0,2,niittan01,2010-2011,2011
Chris Osgood,38,DET,11,10,5,3,2,29,298,269,.903,2.77,0,1.4,629,5,.500,2,,,0,0,0,4,osgooch01,2010-2011,2011
Ondrej Pavelec,23,ATL,58,54,21,23,9,147,1705,1558,.914,2.73,4,10.3,3225,26,.481,8,99,1.53,0,0,0,4,pavelon01,2010-2011,2011
Justin Peters,24,CAR,12,8,3,5,1,43,343,300,.875,3.98,0,0.5,648,3,.375,1,144,-13.12,0,0,0,4,peterju01,2010-2011,2011
Timo Pielmeier,21,ANA,1,0,0,0,0,5,12,7,.583,7.50,0,-0.4,40,0,,0,,,0,0,0,0,pielmti01,2010-2011,2011
Kevin Poulin,20,NYI,10,7,4,2,1,20,262,242,.924,2.44,0,1.9,491,5,.714,1,,,0,0,0,0,poulike01,2010-2011,2011
Carey Price,23,MTL,72,70,38,28,6,165,2147,1982,.923,2.35,8,15.4,4206,42,.600,9,88,22.04,0,2,2,13,priceca01,2010-2011,2011
Jonathan Quick,25,LAK,61,60,35,22,3,134,1631,1497,.918,2.24,6,10.7,3591,37,.617,7,94,8.09,0,2,2,0,quickjo01,2010-2011,2011
Tuukka Rask,23,BOS,29,27,11,14,2,71,866,795,.918,2.67,2,5.7,1594,16,.593,4,94,4.44,0,0,0,2,rasktu01,2010-2011,2011
Andrew Raycroft,30,DAL,19,14,8,5,0,40,446,406,.910,2.83,2,2.5,847,7,.500,4,103,-1.15,0,0,0,0,raycran01,2010-2011,2011
James Reimer,22,TOR,37,35,20,10,5,90,1134,1044,.921,2.60,3,7.8,2080,21,.600,4,91,8.79,0,1,1,2,reimeja01,2010-2011,2011
Pekka Rinne,28,NSH,64,64,33,22,9,134,1905,1771,.930,2.12,6,15.1,3789,43,.672,8,81,31.96,0,0,0,12,rinnepe01,2010-2011,2011
Dwayne Roloson,41,TBL,34,34,18,12,4,85,967,882,.912,2.56,4,5.7,1993,18,.529,7,101,-0.76,0,1,1,6,rolosdw01,2010-2011,2011
Dwayne Roloson,41,NYI,20,20,6,13,1,53,629,576,.916,2.64,0,4.0,1206,12,.600,1,97,1.80,0,1,1,2,rolosdw01,2010-2011,2011
Cory Schneider,24,VAN,25,22,16,4,2,51,714,663,.929,2.23,1,5.6,1372,15,.682,3,82,11.20,0,3,3,0,schneco01,2010-2011,2011
Mike Smith,28,TBL,22,20,13,6,1,58,576,518,.899,2.89,1,2.5,1202,10,.500,5,116,-7.82,0,1,1,2,smithmi01,2010-2011,2011
Alex Stalock,23,SJS,1,0,1,0,0,0,9,9,1.000,0.00,0,0.1,30,0,,0,,,0,0,0,0,staloal01,2010-2011,2011
Jose Theodore,34,MIN,32,29,15,11,3,81,963,882,.916,2.71,1,6.1,1793,16,.552,2,97,2.89,0,0,0,2,theodjo01,2010-2011,2011
Tim Thomas,36,BOS,57,55,35,11,9,112,1811,1699,.938,2.00,9,16.2,3364,41,.745,3,71,45.77,0,3,3,13,thomati01,2010-2011,2011
Marty Turco,35,CHI,29,27,11,11,3,82,799,717,.897,3.02,1,3.3,1631,10,.370,5,118,-12.39,0,0,0,6,turcoma01,2010-2011,2011
Semyon Varlamov,22,WSH,27,25,11,9,5,58,759,701,.924,2.23,2,5.5,1560,18,.720,2,88,8.12,0,0,0,2,varlasi01,2010-2011,2011
Tomas Vokoun,34,FLA,57,57,22,28,5,137,1753,1616,.922,2.55,6,12.3,3224,31,.544,8,90,15.71,0,1,1,2,vokouto01,2010-2011,2011
Cam Ward,26,CAR,74,73,37,26,10,184,2375,2191,.923,2.56,4,16.8,4318,43,.589,8,89,22.90,0,1,1,0,wardca01,2010-2011,2011
Craig Anderson,28,COL,71,71,38,25,7,186,2233,2047,.917,2.63,7,14.8,4235,41,.577,10,94,12.14,0,3,3,16,andercr01,2009-2010,2010
Alex Auld,29,DAL,21,19,9,6,3,59,558,499,.894,3.00,0,2.2,1181,7,.368,4,119,-9.49,0,2,2,2,auldal01,2009-2010,2010
Alex Auld,29,NYR,3,1,0,1,0,5,52,47,.904,2.53,0,0.3,119,1,1.000,0,,,0,0,0,0,auldal01,2009-2010,2010
Johan Backlund,28,PHI,1,1,0,1,0,2,24,22,.917,3.00,0,0.2,40,1,1.000,0,,,0,0,0,0,backljo01,2009-2010,2010
Niklas Backstrom,31,MIN,60,58,26,23,8,158,1632,1474,.903,2.72,2,8.3,3489,31,.534,13,109,-13.19,0,1,1,4,backsni01,2009-2010,2010
Jonathan Bernier,21,LAK,3,3,3,0,0,4,94,90,.957,1.30,1,1.1,185,2,.667,0,,,0,1,1,0,bernijo01,2009-2010,2010
Martin Biron,32,NYI,29,26,9,14,4,89,859,770,.896,3.27,1,3.7,1634,9,.346,3,117,-12.78,0,1,1,2,bironma01,2009-2010,2010
Brian Boucher,33,PHI,33,26,9,18,3,80,796,716,.899,2.76,1,3.7,1742,15,.577,7,113,-9.37,0,1,1,2,bouchbr01,2009-2010,2010
Martin Brodeur,37,NJD,77,76,45,25,6,168,2004,1836,.916,2.24,9,13.2,4499,43,.566,14,94,9.82,0,3,3,6,brodema01,2009-2010,2010
Mike Brodeur,26,OTT,3,3,3,0,0,3,87,84,.966,1.00,1,1.1,180,3,1.000,0,,,0,0,0,0,brodemi01,2009-2010,2010
Ilya Bryzgalov,29,PHX,69,68,42,20,6,156,1961,1805,.920,2.29,8,13.9,4084,43,.632,10,90,18.00,0,1,1,4,bryzgil01,2009-2010,2010
Peter Budaj,27,COL,15,11,5,5,2,32,386,354,.917,2.64,1,2.6,728,8,.727,1,93,2.25,0,1,1,0,budajpe01,2009-2010,2010
Scott Clemmensen,32,FLA,23,20,9,8,2,59,668,609,.912,2.91,1,4.0,1215,10,.500,3,100,0.27,0,0,0,0,clemmsc01,2009-2010,2010
Matt Climie,26,DAL,1,1,0,1,0,5,38,33,.868,5.00,0,0.0,60,0,.000,0,,,0,0,0,0,climima01,2009-2010,2010
Ty Conklin,33,STL,26,21,10,10,2,60,764,704,.921,2.48,4,5.5,1451,13,.619,2,89,7.79,0,1,1,4,conklty01,2009-2010,2010
Corey Crawford,25,CHI,1,1,0,1,0,3,35,32,.914,3.04,0,0.2,59,1,1.000,0,,,0,0,0,0,crawfco01,2009-2010,2010
John Curry,25,PIT,1,1,0,1,0,5,14,9,.643,12.25,0,-0.4,24,0,.000,1,,,0,0,0,0,curryjo01,2009-2010,2010
Yann Danis,28,NJD,12,6,3,2,1,16,207,191,.923,2.05,0,1.5,467,3,.500,1,,,0,0,0,0,danisya01,2009-2010,2010
Jeff Deslauriers,25,EDM,48,47,16,28,4,152,1529,1377,.901,3.26,3,7.3,2798,21,.447,11,112,-16.33,0,3,3,8,drouije01,2009-2010,2010
Rick DiPietro,28,NYI,8,6,2,5,0,20,201,181,.900,2.60,1,1.0,462,3,.500,0,,,0,1,1,2,dipieri01,2009-2010,2010
Wade Dubielewicz,31,MIN,3,1,1,1,0,5,34,29,.853,2.98,0,0.0,101,0,.000,1,,,0,0,0,0,dubiewa01,2009-2010,2010
Devan Dubnyk,23,EDM,19,16,4,10,2,64,579,515,.889,3.57,0,2.0,1075,5,.313,4,125,-12.62,0,0,0,0,dubnyde01,2009-2010,2010
Jeremy Duchesne,23,PHI,1,0,0,0,0,1,4,3,.750,3.59,0,-0.1,17,0,,0,,,0,0,0,0,ducheje01,2009-2010,2010
Brian Elliott,24,OTT,55,47,29,18,4,130,1424,1294,.909,2.57,5,8.1,3038,25,.532,9,103,-3.65,0,1,1,0,elliobr01,2009-2010,2010
Dan Ellis,29,NSH,31,28,15,13,1,77,848,771,.909,2.69,1,4.9,1715,14,.500,5,102,-1.76,0,1,1,4,ellisda01,2009-2010,2010
Ray Emery,27,PHI,29,29,16,11,1,74,783,709,.905,2.64,3,4.2,1684,16,.552,6,107,-4.52,0,1,1,2,emeryra01,2009-2010,2010
Jhonas Enroth,21,BUF,1,1,0,1,0,4,37,33,.892,4.12,0,0.1,58,0,.000,0,,,0,0,0,0,enrotjh01,2009-2010,2010
Erik Ersberg,27,LAK,11,7,4,3,2,22,234,212,.906,2.40,0,1.3,551,4,.571,1,,,0,0,0,0,ersbeer01,2009-2010,2010
Marc-Andre Fleury,25,PIT,67,65,37,21,6,168,1772,1604,.905,2.65,1,9.4,3798,30,.462,11,107,-10.77,0,1,1,10,fleurma01,2009-2010,2010
Mathieu Garon,32,CBJ,35,27,12,9,6,83,858,775,.903,2.81,2,4.4,1771,17,.630,7,109,-6.87,0,0,0,2,garonma01,2009-2010,2010
Jean-Sebastien Giguere,32,ANA,20,17,4,8,5,58,580,522,.900,3.14,1,2.7,1108,6,.353,3,113,-6.54,0,0,0,2,gigueje01,2009-2010,2010
Jean-Sebastien Giguere,32,TOR,15,15,6,7,2,38,451,413,.916,2.49,2,2.9,915,8,.533,1,95,2.02,0,0,0,0,gigueje01,2009-2010,2010
Thomas Greiss,24,SJS,16,10,7,4,1,35,399,364,.912,2.68,0,2.4,782,7,.700,0,99,0.40,0,0,0,2,greisth01,2009-2010,2010
Jonas Gustavsson,25,TOR,42,39,16,15,9,112,1146,1034,.902,2.87,1,5.7,2340,14,.359,5,110,-10.31,0,2,2,2,gustajo01,2009-2010,2010
Jaroslav Halak,24,MTL,45,43,26,13,5,105,1386,1281,.924,2.40,5,10.4,2630,26,.605,5,85,17.98,0,0,0,0,halakja01,2009-2010,2010
Josh Harding,25,MIN,25,22,9,12,0,66,692,626,.905,3.05,1,3.6,1300,9,.409,4,107,-4.60,0,1,1,4,hardijo01,2009-2010,2010
Johan Hedberg,36,ATL,47,42,21,16,6,115,1355,1240,.915,2.62,3,8.7,2632,23,.548,6,96,5.23,0,1,1,6,hedbejo01,2009-2010,2010
Jonas Hiller,27,ANA,59,58,30,23,4,152,1860,1708,.918,2.73,2,12.7,3338,32,.552,7,92,13.04,0,2,2,0,hillejo01,2009-2010,2010
Jimmy Howard,25,DET,63,60,37,15,10,141,1849,1708,.924,2.26,3,13.8,3740,36,.600,7,86,23.06,0,2,2,2,howarja02,2009-2010,2010
Cristobal Huet,34,CHI,48,46,26,14,4,114,1083,969,.895,2.50,4,4.4,2731,24,.522,13,119,-17.90,0,0,0,4,huetcr01,2009-2010,2010
Brent Johnson,32,PIT,23,15,10,6,1,51,541,490,.906,2.76,0,2.9,1108,8,.533,3,106,-3.00,0,1,1,0,johnsbr02,2009-2010,2010
Chad Johnson,23,NYR,5,4,1,2,1,11,135,124,.919,2.35,0,0.9,281,2,.500,0,,,0,1,1,0,johnsch02,2009-2010,2010
